LRU缓存怎么做到O(1)？	哈希表+双向链表组合。哈希表O(1)查到节点，双向链表O(1)把节点移到头部/删尾部(淘汰最久没用)。get(key)：查哈希表→移到头部→返回。put(key)：更新/插入→移头部→超容量删尾部。Java用LinkedHashMap重写removeEldestEntry，面试手写要双向链表+HashMap。	算法数据结构
Top-K问题：用堆还是全排序？	全排序取前K是O(nlogn)浪费(排了后面没用的)。小顶堆(容量K)O(nlogK)遍历一遍比堆顶大就替换只维护前K大。K<<n时O(nlogK)<<O(nlogn)。10亿数据找top100堆法O(nlog100)，QuickSelect平均O(n)但不是流式。	算法数据结构
二分查找最常见的边界Bug？	三个坑：1.mid=(left+right)/2溢出→用mid=left+(right-left)/2。2.死循环：left=mid(非mid+1)+while(left<=right)会卡死→找确切值用mid±1。3.找第一个≥target和最后一个≤target边界条件不同→用left<right缩进后检查。LeetCode34(找第一个和最后一个位置)是经典边界题。	算法数据结构
图的BFS和DFS什么时候选哪个？	BFS(队列)：找无权图最短路径、层序遍历、社交网络度数、最近匹配，空间O(宽度)。DFS(栈/递归)：连通性、拓扑排序、环检测、回溯(全排列/迷宫)，空间O(深度)。选型：要最短/最近→BFS，要遍历所有/回溯→DFS，树深>>宽→BFS省内存，树宽>>深→DFS省内存。	算法数据结构
Trie（字典树）什么时候才值得用？	把字符串按公共前缀组织成树，查询O(L)(L=字符串长度)，适合前缀匹配。值得用：自动补全、拼写检查、IP路由(最长前缀匹配)、敏感词过滤。不值得：精确查找(哈希表O(1)更快)、数据量小(哈希表更省内存)。空间代价：公共前缀少时内存膨胀。	算法数据结构
概率算法：哪些场景可以「跳过」精确？	用大概对换快/省，适合海量数据实时。蓄水池抽样：流式数据等概率抽K个(不知总数)O(K)内存。HyperLogLog：基数计数(UV)12KB估10亿级误差0.81%。Count-Min Sketch：频率统计省内存只多不少(高估)。跳表：概率层级代替平衡树旋转。原则：能容忍误差+数据量大+要实时→用概率结构。	算法数据结构
segfault排查三步走？	1.拿core+backtrace：ulimit -c unlimited开core，gdb ./程序 core，bt full看栈。2.定位非法地址：看崩溃行查空指针/数组越界/use-after-free/栈溢出。3.工具兜底：valgrind查内存错误或编译加-fsanitize=address(ASan比valgrind快)。常见根因90%是空指针解引用、写越界、释放后使用。	调试工程
内存泄漏怎么定位？	分配了没释放长跑程序内存只涨不降。C/C++：valgrind --leak-check=full看Definitely lost或AddressSanitizer。Java：jmap -dump导heap→MAT看支配树找最大对象→查GC Root引用链。Go：pprof的heap profile对比两次快照看增长。容器：top/docker stats看常驻内存(RSS)持续涨。	调试工程
性能优化的正确方法论？	（别瞎猜）先测量再优化，用USE/RED框架定位瓶颈火焰图找热点。USE模型(资源)：每个资源看Utilization/Saturation/Errors。RED模型(服务)：Rate/Errors/Duration。火焰图：CPU时间花在哪找最宽平台。优化最热那一个瓶颈再测量验证(Amdahl定律优化非瓶颈没用)。反例：我觉得这里慢→改了→没快→因为瓶颈在别处。	调试工程
日志到底该记什么？	不该记什么？日志为事后排查，要能还原「谁在什么时间做了什么结果如何」。该记：trace_id(串联请求)、关键参数、返回结果、异常堆栈(带上下文)、耗时。不该记：密码/Token/身份证(脱敏)、大对象全文、高频无价值信息。级别：ERROR(告警)/WARN(可恢复)/INFO(业务节点)/DEBUG(排查)。结构化JSON方便ELK查询。	调试工程
Code Review重点抓什么？	（别抠风格）抓人容易犯且lint抓不到的错：1.边界条件(空值/负数/越界/并发竞态)2.错误处理(异常被吞?返回值没查?资源没释放?)3.安全(SQL注入/XSS/权限/敏感信息泄漏)4.设计(过度设计?符合现有模式?有测试?)。别抓：格式(lint管)、命名风格(团队规范管)、个人偏好。	调试工程
单元测试vs集成测试，边界在哪？	单元测试测单个函数/类mock外部依赖快(毫秒级)覆盖各种分支。集成测试测多组件协作(service+数据库)慢(秒级)验证连起来能跑。金字塔：大量单测70%+适中集成20%+少量E2E10%。反模式：只有E2E(又慢又脆) / 只测happy path(不测边界异常)。	调试工程
panic还是error？	什么时候让程序崩？error(预期错误)：业务正常失败(文件不存在/网络超时)必须处理返回不该崩。panic(不可恢复)：程序逻辑错误(不变量被破坏/空指针该不可能)崩了让上层recover或重启。Go：error是值必须检查，panic像exception只用于真异常。Rust：Result<T,E>处理预期，panic!用于这绝不该发生。原则：能恢复用error，编程bug用panic(fail fast)。	调试工程
灰度发布怎么做？	先让一小部分流量用新版本验证没问题再放量降低爆炸半径。流量切分：按用户ID hash(5%→10%→50%→100%)、按地域、按机型。金丝雀发布：先放1台机器。蓝绿/红黑：两套环境一键切换秒级回滚。关键：可观测(灰度期监控核心指标)+可回滚(10分钟内能退旧版)。	调试工程
为什么说「回滚比修复更重要」？	线上故障第一目标是恢复服务不是找bug，边查边修越改越乱。黄金法则：先止血(回滚)→再诊断→再修复。前提：每次发布必须可回滚——代码回滚+数据库变更可逆(删列前先改名、加列设默认值、不在线上做破坏性DDL)。反例：发带bug版本不回滚非要hotfix结果引入新bug雪上加霜。	调试工程
监控三件套是什么？	Metrics/Logging/Tracing互补缺一不可。Metrics(指标)：聚合数字(QPS/延迟P99/错误率)发现异常，Prometheus+Grafana。Logging(日志)：离散事件定位具体问题，ELK/Loki。Tracing(链路追踪)：一次请求跨服务调用链找慢在哪环，Jaeger/Zipkin。口诀：Metrics告诉你坏了，Logging告诉你哪坏了，Tracing告诉你为什么坏。	调试工程
